team,matches,openplay_for,openplay_against,openplay_xgd,setpiece_for,setpiece_against,setpiece_xgd,setpiece_wide_for,setpiece_wide_against,setpiece_wide_xgd,corner_for,corner_against,corner_xgd,indirectfk_for,indirectfk_against,indirectfk_xgd,directfk_for,directfk_against,directfk_xgd,throwin_for,throwin_against,throwin_xgd,penalty_for,penalty_against,penalty_xgd,total_xgd,div,season,openplay_for_p90,openplay_against_p90,openplay_xgd_p90,setpiece_for_p90,setpiece_against_p90,setpiece_xgd_p90,setpiece_wide_for_p90,setpiece_wide_against_p90,setpiece_wide_xgd_p90,corner_for_p90,corner_against_p90,corner_xgd_p90,indirectfk_for_p90,indirectfk_against_p90,indirectfk_xgd_p90,directfk_for_p90,directfk_against_p90,directfk_xgd_p90,throwin_for_p90,throwin_against_p90,throwin_xgd_p90,total_xgd_p90
MVV,38,50.86159005947411,55.071146823465824,-4.2095567639917135,5.638344835489988,13.620289124548435,-7.981944289058447,5.905884440988302,14.827897518873215,-8.922013077884912,4.041174251586199,9.683225527405739,-5.64205127581954,1.2737670615315437,3.3025701716542244,-2.0288031101226807,0.3234035223722458,0.634493425488472,-0.3110899031162262,0.2675396054983139,1.2076083943247795,-0.9400687888264656,1.58,1.58,0.0,-13.131569841876626,KKD,2022-23,1.3384628963019503,1.4492407058806795,-0.1107778095787293,0.14837749567078917,0.35842866117232725,-0.21005116550153807,0.15541801160495533,0.390207829444032,-0.23478981783907665,0.10634669083121576,0.2548217244054142,-0.14847503357419842,0.03352018582977747,0.0869097413593217,-0.053389555529544226,0.008510619009795942,0.01669719540759137,-0.008186576397795426,0.007040515934166156,0.031779168271704725,-0.02473865233753857,-0.34556762741780594
NAC Breda,38,32.56060950644314,44.27435775101185,-11.713748244568706,9.266809957101941,8.33210352435708,0.9347064327448606,10.470440147444606,8.557594265788794,1.9128458816558123,6.047784516587853,5.291838355362415,0.7559461612254381,2.3179433830082417,2.5070084147155285,-0.18906503170728683,0.901082057505846,0.5332567542791367,0.36782530322670937,1.2036301903426647,0.2254907414317131,0.9781394489109516,2.37,1.58,0.79,-9.010902362912894,KKD,2022-23,0.8568581449063984,1.1651146776582066,-0.30825653275180803,0.24386341992373528,0.21926588221992316,0.024597537703812122,0.2755378986169633,0.22519984909970509,0.05033804951725822,0.159152224120733,0.13925890408848463,0.019893320032248373,0.06099851007916426,0.06597390565040864,-0.00497539557124439,0.023712685723838053,0.014033072481029913,0.009679613242808142,0.031674478693228016,0.005933966879781924,0.025740511813446096,-0.23712900955033933
PEC Zwolle,38,60.56428565271199,33.02698577940464,27.537299873307347,14.077398965135217,7.811836438253522,6.265562526881695,15.71091772057116,7.811836438253522,7.899081282317638,9.0032819788903,5.384550923481584,3.618731055408716,4.232996217906475,2.0210756845772266,2.2119205333292484,0.8411207683384418,0.4062098301947117,0.43491093814373016,1.6335187554359436,0.0,1.6335187554359436,3.95,1.58,2.37,37.806381155624976,KKD,2022-23,1.5937969908608418,0.8691312047211748,0.724665786139667,0.37045786750355836,0.2055746431119348,0.16488322439162353,0.41344520317292527,0.2055746431119348,0.20787056006099047,0.2369284731286921,0.14169870851267324,0.09522976461601884,0.11139463731332828,0.05318620222571649,0.0582084350876118,0.022134757061537943,0.010689732373545044,0.011445024687992899,0.04298733566936694,0.0,0.04298733566936694,0.9949047672532888
PSV II,38,40.90632068738341,37.17225585132837,3.7340648360550404,6.764372428879142,8.847043007612228,-2.0826705787330866,6.80504466407001,9.521905347704887,-2.716860683634877,4.666485657915473,5.224710285663605,-0.5582246277481318,1.5157182477414608,2.8414177782833576,-1.3256995305418968,0.582168523222208,0.780914943665266,-0.19874642044305801,0.04067223519086838,0.674862340092659,-0.6341901049017906,3.95,2.37,1.58,2.5972041524201614,KKD,2022-23,1.076482123352195,0.9782172592454835,0.09826486410671159,0.1780098007599774,0.2328169212529534,-0.05480712049297596,0.17908012273868448,0.25057645651854965,-0.0714963337798652,0.12280225415567034,0.1374923759385159,-0.014690121782845572,0.03988732230898581,0.07477415206008836,-0.03488682975110255,0.015320224295321264,0.020550393254349108,-0.005230168959027843,0.0010703219787070626,0.017759535265596288,-0.016689213286889226,0.0683474776952674
Roda JC,38,38.973923502489924,34.86519236303866,4.108731139451265,10.6888349018991,8.95776779204607,1.7310671098530293,10.6888349018991,9.094077117741108,1.5947577841579914,6.9142105877399445,6.0662295036017895,0.847981084138155,3.0577698908746243,2.286926008760929,0.7708438821136951,0.7168544232845306,0.6046122796833515,0.11224214360117912,0.0,0.13630932569503784,-0.13630932569503784,4.74,7.11,-2.37,3.333488923609252,KKD,2022-23,1.025629565854998,0.9175050621852279,0.10812450366977014,0.2812851289973447,0.23573073136963343,0.045554397627711296,0.2812851289973447,0.2393178188879239,0.04196731010942083,0.18195291020368276,0.15963761851583658,0.022315291687846184,0.08046762870722696,0.060182263388445505,0.020285365318781452,0.018864590086435016,0.015910849465351356,0.0029537406210836613,0.0,0.0035870875182904697,-0.0035870875182904697,0.08772339272655927
TOP Oss,38,29.72473863698542,55.62755652144551,-25.90281788446009,5.220472142100334,9.53700140118599,-4.316529259085655,5.798859402537346,9.751413997262716,-3.9525545947253704,3.0133581534028053,6.396887235343456,-3.383529081940651,1.4753152206540108,1.9134518317878246,-0.43813661113381386,0.7317987680435181,1.2266623340547085,-0.4948635660111904,0.5783872604370117,0.2144125960767269,0.3639746643602848,4.74,5.53,-0.79,-30.64537247918546,KKD,2022-23,0.7822299641311953,1.4638830663538294,-0.681653102222634,0.13738084584474564,0.2509737210838418,-0.11359287523909618,0.152601563224667,0.2566161578227031,-0.10401459459803607,0.07929889877375804,0.16833913777219622,-0.08904023899843819,0.03882408475405291,0.050353995573363806,-0.01152991081931089,0.019257862316934687,0.0322805877382818,-0.013022725421347116,0.015220717379921362,0.005642436738861234,0.009578280641060127,-0.8064571705048805
Telstar,38,36.33369612134993,37.43460005708039,-1.1009039357304573,11.74783730134368,8.378249889239669,3.3695874121040106,11.851233392953873,8.449072195217013,3.4021611977368593,7.691761072725058,4.818081559613347,2.8736795131117105,3.6113509461283684,2.886259399354458,0.7250915467739105,0.44472528249025345,0.6739089302718639,-0.2291836477816105,0.10339609161019325,0.07082230597734451,0.03257378563284874,3.95,2.37,1.58,3.8812572620064074,KKD,2022-23,0.9561498979302613,0.9851210541336944,-0.028971156203433088,0.30915361319325474,0.22048026024314918,0.08867335295010555,0.31187456297247035,0.22234400513728983,0.0895305578351805,0.20241476507171205,0.1267916199898249,0.07562314508188712,0.09503555121390443,0.07595419471985415,0.019081356494050277,0.01170329690763825,0.017734445533470103,-0.006031148625831855,0.002720949779215612,0.001863744894140645,0.0008572048850749668,0.10213834900016862
VVV Venlo,38,38.72800571285188,36.45596252568066,2.272043187171221,12.778990771621466,11.075359197333455,1.7036315742880106,12.829352617263794,11.419467194005847,1.409885423257947,7.851082678884268,8.416183976456523,-0.5651012975722551,4.430296424776316,2.182016722857952,2.2482797019183636,0.4976116679608822,0.47715849801898,0.02045316994190216,0.05036184564232826,0.3441079966723919,-0.29374615103006363,2.37,3.16,-0.79,2.8919286104291757,KKD,2022-23,1.0191580450750495,0.9593674348863331,0.059790610188716335,0.33628923083214385,0.29145682098245934,0.044832409849684486,0.3376145425595735,0.3005122945791012,0.03710224798047229,0.20660743891800704,0.22147852569622428,-0.014871086778217241,0.11658674802042936,0.057421492706788216,0.05916525531364115,0.013095043893707426,0.012556802579446844,0.0005382413142605832,0.0013253117274296912,0.009055473596641892,-0.007730161869212201,0.0761033844849783
Willem II,38,42.8336375374347,25.667247720062733,17.166389817371964,14.632472341880202,5.574083628132939,9.058388713747263,14.927808279171586,5.574083628132939,9.353724651038647,9.714901389554143,3.419941110536456,6.294960279017687,4.081613197922707,1.8197998888790607,2.261813309043646,0.8359577544033527,0.3343426287174225,0.5016151256859303,0.29533593729138374,0.0,0.29533593729138374,3.95,3.16,0.79,27.31011446841061,KKD,2022-23,1.1272009878272289,0.675453887370072,0.45174710045715694,0.38506506162842635,0.1466864112666563,0.23837865036177008,0.3928370599781996,0.1466864112666563,0.24615064871154332,0.25565529972510903,0.08999845027727515,0.16565684944783388,0.1074108736295449,0.04788947075997528,0.059521402869569626,0.02199888827377244,0.008798490229405855,0.013200398044366585,0.007771998349773257,0.0,0.007771998349773257,0.7186872228529108
ADO Den Haag,38,42.804293962195516,36.534727569669485,6.2695663925260305,13.635149693116546,8.383452480658889,5.251697212457657,14.09721608273685,8.79637542925775,5.300840653479099,10.557573890313506,4.482682844623923,6.074891045689583,2.4477212131023407,3.2172040306031704,-0.7694828175008297,0.6298545897006989,0.6835656054317951,-0.05371101573109627,0.4620663896203041,0.4129229485988617,0.04914344102144241,3.16,2.37,0.79,12.360407046005129,KKD,2023-24,1.1264287884788293,0.9614401992018285,0.1649885892770008,0.35881972876622487,0.22061717054365496,0.1382025582225699,0.37097937059833813,0.23148356392783553,0.13949580667050263,0.2778308918503554,0.11796533801641904,0.15986555383393639,0.06441371613427212,0.08466326396324132,-0.020249547828969202,0.016575120781597338,0.017988568563994608,-0.0014134477823972702,0.012159641832113266,0.010866393384180571,0.0012932484479326952,0.3252738696317139
AZ II,38,39.9296148288995,42.123551392927766,-2.193936564028263,6.382547261193395,11.501884432509542,-5.119337171316147,6.382547261193395,13.072134984657168,-6.689587723463774,3.272298337891698,7.591223983094096,-4.318925645202398,2.690402690321207,3.4887099638581276,-0.7983072735369205,0.41984623298048973,0.42195048555731773,-0.002104252576828003,0.0,1.5702505521476269,-1.5702505521476269,5.53,4.74,0.79,-8.093524287492038,KKD,2023-24,1.0507793376026184,1.1085145103402043,-0.05773517273758587,0.1679617700314051,0.3026811692765669,-0.13471939924516177,0.1679617700314051,0.3440035522278202,-0.1760417821964151,0.08611311415504468,0.19976905218668675,-0.11365593803164206,0.0708000707979265,0.09180815694363494,-0.021008086145708437,0.01104858507843394,0.011103960146245203,-5.5375067811263235e-05,0.0,0.04132238295125334,-0.04132238295125334,-0.21298748124979047
Ajax II,38,40.48710667528212,42.672599978744984,-2.185493303462863,6.616062950342894,16.517705604434013,-9.90164265409112,6.616062950342894,17.58883213251829,-10.972769182175398,4.722542453557253,13.738197784870863,-9.01565533131361,1.2274252101778984,2.204017147421837,-0.9765919372439384,0.6660952866077423,0.5754906721413136,0.09060461446642876,0.0,1.071126528084278,-1.071126528084278,0.79,2.37,-1.58,-14.73826248563826,KKD,2023-24,1.065450175665319,1.1229631573353942,-0.05751298167007534,0.17410691974586562,0.4346764632745793,-0.2605695435287137,0.17410691974586562,0.4628640034873235,-0.28875708374145787,0.12427743298834876,0.3615315206544964,-0.23725408766614764,0.03230066342573417,0.05800045124794308,-0.025699787822208907,0.017528823331782694,0.01514449137213983,0.002384331959642862,0.0,0.02818754021274416,-0.02818754021274416,-0.3878490127799542
Cambuur Leeuwarden,38,49.1048383358866,42.02996917814016,7.074869157746434,12.887149848043919,10.930506113916636,1.956643734127283,12.887149848043919,11.50496057793498,1.3821892701089382,8.709504377096891,7.370205629616976,1.3392987474799156,3.675824735313654,3.273072924464941,0.4027518108487129,0.5018207356333733,0.2872275598347187,0.21459317579865456,0.0,0.5744544640183449,-0.5744544640183449,7.11,3.16,3.95,12.407058427855375,KKD,2023-24,1.2922325877864893,1.1060518204773728,0.1861807673091167,0.3391355223169452,0.2876448977346483,0.051490624582296925,0.3391355223169452,0.30276212047197315,0.03637340184497206,0.22919748360781292,0.19395277972676253,0.03524470388105041,0.09673222987667511,0.08613349801223529,0.010598731864439813,0.013205808832457191,0.0075586199956504925,0.005647188836806699,0.0,0.015117222737324866,-0.015117222737324866,0.32650153757514144
De Graafschap,38,45.363556537777185,37.7536682151258,7.609888322651386,14.878097888082266,7.541436029598117,7.336661858484149,15.550250612199306,8.251778537407517,7.298472074791789,11.003175631165504,6.212907215580344,4.79026841558516,3.3003702089190483,1.0858160629868507,2.2145541459321976,0.5745520479977131,0.24271275103092194,0.33183929696679115,0.6721527241170406,0.7103425078094006,-0.038189783692359924,1.58,2.37,-0.79,14.118360397443176,KKD,2023-24,1.1937778036257154,0.9935175846085736,0.20026021901714175,0.3915288917916386,0.19845884288416096,0.19307004890747761,0.40921712137366595,0.21715206677388205,0.19206505459978393,0.2895572534517238,0.1634975583047459,0.1260596951469779,0.08685184760313285,0.0285741069207066,0.05827774068242625,0.015119790736781923,0.006387177658708472,0.00873261307807345,0.017688229582027384,0.018693223889721066,-0.0010049943076936823,0.3715357999327152
FC Den Bosch,38,32.77949931100011,34.888488398864865,-2.1089890878647566,6.667988086119294,11.079638117924333,-4.4116500318050385,7.883099952712655,11.254944385960698,-3.371844433248043,5.055115198716521,7.590430313721299,-2.535315115004778,1.0748958103358746,2.7510974816977978,-1.6762016713619232,0.5379770770668983,0.7381103225052357,-0.20013324543833733,1.215111866593361,0.1753062680363655,1.0398055985569954,0.79,5.53,-4.74,-10.220833521112802,KKD,2023-24,0.8626184029210555,0.9181181157596017,-0.055499712838546225,0.17547337068734983,0.2915694241559035,-0.11609605346855364,0.2074499987555962,0.29618274699896574,-0.08873274824336956,0.1330293473346453,0.1997481661505605,-0.06671881881591521,0.028286731850944068,0.07239730214994204,-0.04411057029899798,0.014157291501760483,0.019423955855400937,-0.005266664353640456,0.03197662806824634,0.004613322843062251,0.027363305225184088,-0.268969303187179
FC Dordrecht,38,45.89446467347443,46.08863687701523,-0.194172203540802,10.369109135121107,12.61727943085134,-2.248170295730233,11.31964935734868,13.060662111267447,-1.741012753918767,7.118899170309305,8.107250003144145,-0.9883508328348398,2.6060174256563187,3.5853159427642822,-0.9792985171079636,0.6441925391554832,0.924713484942913,-0.2805209457874298,0.9505402222275734,0.4433826804161072,0.5071575418114662,1.58,2.37,-0.79,-2.725184957459568,KKD,2023-24,1.2077490703545903,1.2128588651846115,-0.005109794830021106,0.2728712930295028,0.33203366923293,-0.05916237620342719,0.2978855094039126,0.3437016345070381,-0.045816125103125445,0.18733945185024486,0.21334868429326698,-0.026009232443022102,0.06857940593832418,0.09435041954642848,-0.025771013608104305,0.01695243524093377,0.024334565393234555,-0.007382130152300785,0.025014216374409825,0.011667965274108084,0.013346251100301743,-0.07171539361735706
FC Eindhoven,38,35.37430403381586,39.944421108812094,-4.570117074996233,13.09227004647255,9.627392681315541,3.464877365157008,15.412053663283587,10.285066129639745,5.126987533643842,7.1989030838012695,7.077807465568185,0.12109561823308468,5.092381335794926,1.9415946938097477,3.150786641985178,0.8009856268763542,0.6079905219376087,0.1929951049387455,2.319783616811037,0.6576734483242035,1.6621101684868336,2.37,2.37,0.0,0.5568704586476088,KKD,2023-24,0.9309027377319964,1.0511689765476866,-0.12026623881569035,0.3445334222755934,0.25335243898198795,0.09118098329360548,0.40558035956009436,0.2706596349905196,0.1349207245695748,0.18944481799477025,0.18625809119916276,0.0031867267956074917,0.13401003515249804,0.051094597205519676,0.08291543794697837,0.02107856912832511,0.01599975057730549,0.0050788185510196185,0.061046937284500974,0.017307196008531672,0.0437397412759693,0.014654485753884441
FC Emmen,38,40.44538491405547,35.388466738164425,5.056918175891042,9.341460892930627,11.672093091532588,-2.330632198601961,10.562061639502645,11.759314114227891,-1.1972524747252464,6.643744410946965,7.250848127529025,-0.6071037165820599,2.0116094686090946,3.9472333267331123,-1.9356238581240177,0.686107013374567,0.4740116372704506,0.21209537610411644,1.2206007465720177,0.08722102269530296,1.1333797238767147,3.16,1.58,1.58,5.439665701165794,KKD,2023-24,1.064352234580407,0.9312754404780111,0.13307679410239584,0.24582791823501648,0.30716034451401547,-0.06133242627899898,0.27794899051322747,0.3094556345849445,-0.031506644071717015,0.17483537923544645,0.1908117928297112,-0.015976413594264733,0.0529370912791867,0.10387456122981875,-0.050937469950632044,0.018055447720383342,0.012473990454485542,0.005581457265897801,0.03212107227821099,0.0022952900709290254,0.029825782207281964,0.14314909739909984
FC Groningen,38,46.58321246691048,23.21722461283207,23.365987854078412,17.794019553810358,7.213604737073183,10.580414816737175,18.243416391313076,7.616294886916876,10.6271215043962,13.430495079606771,5.027791853994131,8.40270322561264,3.193402588367462,1.830859798938036,1.3625427894294262,1.1701218858361244,0.354953084141016,0.8151688016951084,0.44939683750271797,0.4026901498436928,0.04670668765902519,1.58,2.37,-0.79,33.20310935847461,KKD,2023-24,1.225874012287118,0.6109795950745281,0.6148944172125898,0.46826367246869366,0.18983170360718904,0.2784319688615046,0.4800899050345546,0.200428812813602,0.27966109222095265,0.35343408104228347,0.132310311947214,0.22112376909506948,0.08403691022019637,0.048180521024685154,0.035856389195511214,0.030792681206213802,0.009340870635289895,0.021451810570923907,0.011826232565861,0.010597109206412969,0.0012291233594480314,0.8737660357493319
FC Utrecht II,38,29.98800680041313,47.190302362665534,-17.202295562252402,10.0568532589823,13.652284605428576,-3.5954313464462757,10.598132384940982,13.815019825473428,-3.216887440532446,6.442809930071235,9.353170504793525,-2.91036057472229,3.102112028747797,3.506272379308939,-0.40416035056114197,0.511931300163269,0.7928417213261127,-0.2809104211628437,0.5412791259586811,0.1627352200448513,0.3785439059138298,1.58,4.74,-3.16,-23.579183002784845,KKD,2023-24,0.7891580736950824,1.2418500621754087,-0.4526919884803264,0.2646540331311132,0.35927064751127835,-0.09461661438016515,0.2788982206563416,0.36355315330193233,-0.08465493264559068,0.1695476297387167,0.24613606591561907,-0.07658843617690236,0.08163452707231045,0.09227032577128787,-0.01063579869897742,0.013471876320086028,0.02086425582437139,-0.007392379504285361,0.01424418752522845,0.004282505790653981,0.009961681734574469,-0.6205048158627591
Helmond Sport,38,36.18729967996478,43.66528364084661,-7.477983960881829,8.901475884020329,10.78440435603261,-1.8829284720122814,8.9757134988904,11.051812004297972,-2.076098505407572,7.18465281650424,6.344370719045401,0.8402820974588394,1.3534628935158253,3.7117799930274487,-2.3583170995116234,0.3633601740002632,0.7282536439597607,-0.36489346995949745,0.07423761487007141,0.2674076482653618,-0.19317003339529037,3.16,3.16,0.0,-9.554082466289401,KKD,2023-24,0.9522973599990732,1.1490864116012265,-0.1967890516021534,0.23424936536895602,0.2838001146324371,-0.04955074926348109,0.23620298681290527,0.2908371580078414,-0.0546341711949361,0.1890698109606379,0.1669571241854053,0.022112686775232617,0.03561744456620593,0.09767842086914338,-0.06206097630293746,0.00956210984211219,0.019164569577888438,-0.009602459735776248,0.0019536214439492476,0.007037043375404258,-0.00508342193145501,-0.2514232227970895
MVV,38,37.20149098522961,51.58128661289811,-14.3797956276685,7.5208929143846035,10.309175731614232,-2.7882828172296286,7.553612198680639,10.399512926116586,-2.8459007274359465,4.770071443170309,7.142494468018413,-2.3724230248481035,2.359115608036518,2.5417499020695686,-0.18263429403305054,0.39170586317777634,0.6249313615262508,-0.2332254983484745,0.03271928429603577,0.09033719450235367,-0.0576179102063179,3.16,2.37,0.79,-16.435696355104454,KKD,2023-24,0.9789866048744634,1.3574022792867924,-0.37841567441232893,0.19791823458906851,0.27129409820037453,-0.07337586361130602,0.1987792683863326,0.2736713927925417,-0.07489212440620911,0.12552819587290287,0.18796038073732665,-0.06243218486442378,0.06208198968517153,0.06688815531762023,-0.004806165632448699,0.010308049030994115,0.016445562145427653,-0.00613751311443354,0.0008610337972640991,0.002377294592167202,-0.0015162607949031027,-0.43251832513432775
NAC Breda,38,38.80121420882642,32.27929076552391,6.521923443302512,12.34058142080903,8.16103438474238,4.179547036066651,12.385091722011566,8.198920847848058,4.186170874163508,7.750452242791653,6.031506700441241,1.7189455423504114,3.905267648398876,1.4072980880737305,2.4979695603251457,0.6848615296185017,0.7222295962274075,-0.03736806660890579,0.04451030120253563,0.03788646310567856,0.006623838096857071,4.74,1.58,3.16,13.868094317466017,KKD,2023-24,1.0210845844428007,0.8494550201453661,0.17162956429743453,0.3247521426528692,0.2147640627563784,0.10998807989649083,0.32592346636872543,0.21576107494336993,0.11016239142535549,0.20395926954714874,0.1587238605379274,0.04523540900922135,0.10277020127365463,0.03703416021246659,0.06573604106118805,0.018022671832065833,0.019006042005984408,-0.0009833701739185735,0.0011713237158562009,0.000997012186991541,0.00017431152886465977,0.364949850459632
PSV II,38,42.92550999112427,52.64683496020734,-9.72132496908307,6.220721131190658,12.692634714767337,-6.471913583576679,6.26313286088407,13.262668645009398,-6.999535784125328,4.137215299531817,9.067884581163526,-4.930669281631708,1.3858376182615757,3.0262957364320755,-1.6404581181704998,0.6976682133972645,0.5984543971717358,0.09921381622552872,0.04241172969341278,0.5700339302420616,-0.5276222005486488,3.95,1.58,2.37,-14.350860753208394,KKD,2023-24,1.1296186839769546,1.3854430252686143,-0.25582434129165976,0.16370318766291203,0.3340167030201931,-0.17031351535728104,0.1648192858127387,0.34901759592129994,-0.18419831010856128,0.10887408682978467,0.23862854160956645,-0.12975445477978179,0.03646941100688357,0.07963936148505461,-0.04316995047817105,0.0183596898262438,0.015748799925571995,0.0026108899006718083,0.0011160981498266522,0.015000892901106885,-0.013884794751280233,-0.3776542303475893
Roda JC,38,44.39515886455774,33.43374788016081,10.961410984396935,10.37149417027831,8.436912901699543,1.9345812685787678,10.808380510658026,8.503533199429512,2.3048473112285137,6.079360570758581,5.6388805247843266,0.4404800459742546,2.9530515298247337,2.337749730795622,0.6153017990291119,1.3390820696949959,0.4602826461195946,0.8787994235754013,0.43688634037971497,0.06662029772996902,0.37026604264974594,2.37,0.79,1.58,14.846258295625447,KKD,2023-24,1.168293654330467,0.8798354705305476,0.28845818379991933,0.2729340571125871,0.22202402372893534,0.050910033383651784,0.28443106606994806,0.22377718945867137,0.06065387661127668,0.15998317291469952,0.1483915927574823,0.011591580157217226,0.07771188236380878,0.06151972975777952,0.01619215260602926,0.03523900183407884,0.01211270121367354,0.0231263006204053,0.011497008957360921,0.001753165729736027,0.009743843227624893,0.390691007779617
TOP Oss,38,28.570602413266897,46.14182652533054,-17.571224112063646,7.630847245454788,11.638310711830854,-4.007463466376066,7.815829932689667,12.243186227977276,-4.427356295287609,5.058322507888079,7.5356612503528595,-2.477338742464781,1.7990255616605282,2.847484700381756,-1.0484591387212276,0.7734991759061813,1.255164761096239,-0.48166558519005775,0.18498268723487854,0.6048755161464214,-0.4198928289115429,2.37,3.95,-1.58,-23.578580407351254,KKD,2023-24,0.7518579582438657,1.2142585927718563,-0.4624006345279907,0.20081176961723127,0.3062713345218646,-0.10545956490463332,0.20567973507078072,0.3221891112625599,-0.11650937619177919,0.133113750207581,0.1983068750092858,-0.06519312480170476,0.04734277793843495,0.07493380790478305,-0.027591029966348095,0.0203552414712153,0.033030651607795766,-0.012675410136580467,0.004867965453549435,0.015917776740695302,-0.011049811287145866,-0.6204889580881909
Telstar,38,38.59813952818513,43.45854410529137,-4.860404577106237,9.921948321163654,10.522396881133318,-0.6004485599696636,10.169940985739231,10.814347747713327,-0.6444067619740963,6.727506194263697,7.05749274417758,-0.3299865499138832,2.4225936233997345,2.278754010796547,0.14383961260318756,0.7718485035002232,1.1861501261591911,-0.41430162265896797,0.24799266457557678,0.29195086658000946,-0.04395820200443268,1.58,4.74,-3.16,-8.66481133908033,KKD,2023-24,1.0157405138996087,1.1436458975076675,-0.1279053836080589,0.26110390318851723,0.2769051810824557,-0.015801277893938516,0.26763002594050606,0.28458809862403495,-0.01695807268352885,0.17703963669114992,0.18572349326783105,-0.008683856576681137,0.06375246377367723,0.05996721081043545,0.003785252963241778,0.020311802723690084,0.03121447700418924,-0.010902674280499158,0.006526122751988862,0.0076829175415791965,-0.0011567947895903337,-0.22802135102842974
VVV Venlo,38,39.10212636552751,37.40414296090603,1.697983404621482,11.577941125258803,11.600887661799788,-0.022946536540985107,11.577941125258803,12.152668384835124,-0.5747272595763206,7.6537619810551405,7.135625267401338,0.5181367136538029,3.378032013773918,3.459760647267103,-0.08172863349318504,0.5461471304297447,1.0055017471313477,-0.45935461670160294,0.0,0.5517807230353355,-0.5517807230353355,2.37,3.95,-1.58,-0.45674385495483705,KKD,2023-24,1.0290033254086186,0.9843195516027903,0.04468377380582847,0.30468266119102116,0.3052865174157839,-0.000603856224762766,0.30468266119102116,0.31980706275881904,-0.015124401567797912,0.2014147889751353,0.1877796123000352,0.013635176675100075,0.08889557930983995,0.0910463328228185,-0.0021507535129785538,0.014372292906045914,0.026460572292930203,-0.012088279386884287,0.0,0.014520545343035146,-0.014520545343035146,-0.012019575130390448
Willem II,38,42.43693218752742,28.529742879793048,13.90718930773437,15.872335461899638,7.19591161981225,8.676423842087388,15.872335461899638,7.341585341840982,8.530750120058656,11.138776434585452,4.8987490721046925,6.24002736248076,4.203473463654518,1.7399561144411564,2.4635173492133617,0.530085563659668,0.5572064332664013,-0.027120869606733322,0.0,0.1456737220287323,-0.1456737220287323,3.95,0.79,3.16,25.597939427793023,KKD,2023-24,1.1167613733559847,0.7507827073629749,0.36597866599300977,0.4176930384710431,0.1893660952582171,0.228326943212826,0.4176930384710431,0.19319961425897322,0.2244934242120699,0.2931256956469856,0.12891444926591297,0.16421124638107262,0.11061772272775047,0.04578831880108306,0.06482940392666742,0.013949620096307052,0.014663327191221086,-0.0007137070949140348,0.0,0.003833519000756113,-0.003833519000756113,0.6736299849419216
ADO Den Haag,38,44.05044531263411,34.55410823225975,9.49633708037436,18.233421796932817,8.894008742645383,9.339413054287434,20.286759553477168,9.576467579230668,10.7102919742465,9.644825896248221,3.5096341054886584,6.1351917907595634,7.721048444509505,5.019089318811894,2.701959125697611,0.8675474561750889,0.3652853183448315,0.5022621378302574,2.0533377565443516,0.6824588365852841,1.3708789199590674,3.95,4.74,-0.79,19.416629054620856,KKD,2024-25,1.1592222450693186,0.909318637691046,0.24990360737827264,0.47982688939296886,0.2340528616485627,0.24577402774440615,0.5338620935125571,0.2520123047165965,0.2818497887959605,0.2538112077960058,0.09235879224970153,0.1614524155463043,0.2031854853818291,0.1320812978634709,0.07110418751835819,0.022830196215133918,0.009612771535390302,0.013217424679743616,0.0540352041195882,0.017959443068033792,0.036075761051554404,0.5109639224900225
AZ II,38,42.82725692912936,40.02265205606819,2.804604873061173,7.677972307428718,17.43633557111025,-9.758363263681531,7.7733938079327345,19.263189114630222,-11.489795306697488,5.889349969103932,10.897550851106645,-5.008200882002713,1.131221536546945,5.700483839958907,-4.569262303411962,0.6574008017778398,0.8383008800446987,-0.18090007826685894,0.0954215005040169,1.8268535435199738,-1.7314320430159569,5.53,4.74,0.79,-7.895190433636316,KKD,2024-25,1.1270330770823516,1.053227685686005,0.07380539139634666,0.20205190282707153,0.4588509360818486,-0.25679903325477715,0.20456299494559826,0.5069260293323743,-0.302363034386776,0.1549828939237877,0.2867776539764907,-0.13179476005270296,0.02976898780386697,0.15001273263049755,-0.12024374482663058,0.017300021099416835,0.022060549474860493,-0.004760528375443656,0.002511092118526761,0.04807509325052563,-0.04556400113199886,-0.20776816930621883
Ajax II,38,36.01527539640665,46.591314285993576,-10.576038889586926,7.663794413208961,16.381822753697634,-8.718028340488672,7.891244735568761,16.995480876415968,-9.104236140847206,4.7788901440799245,11.280531097203497,-6.501640953123572,1.9670219942927345,4.55085876584053,-2.583836771547796,0.9178822748363017,0.5504328906536101,0.3674493841826916,0.2274503223598005,0.6136581227183342,-0.3862078003585337,3.95,7.9,-3.95,-23.630275030434134,KKD,2024-25,0.9477704051685961,1.2260872180524625,-0.27831681288386645,0.20167880034760421,0.4311005987815167,-0.22942179843391242,0.20766433514654634,0.44724949674778863,-0.23958516160124227,0.1257602669494717,0.2968560815053552,-0.1710958145558835,0.051763736691914065,0.11975944120632975,-0.06799570451441568,0.024154796706218465,0.014485076069831845,0.00966972063638662,0.005985534798942119,0.016148897966271954,-0.010163363167329834,-0.6218493429061615
