team,matches,openplay_for,openplay_against,openplay_xgd,setpiece_for,setpiece_against,setpiece_xgd,setpiece_wide_for,setpiece_wide_against,setpiece_wide_xgd,corner_for,corner_against,corner_xgd,indirectfk_for,indirectfk_against,indirectfk_xgd,directfk_for,directfk_against,directfk_xgd,throwin_for,throwin_against,throwin_xgd,penalty_for,penalty_against,penalty_xgd,total_xgd,div,season,openplay_for_p90,openplay_against_p90,openplay_xgd_p90,setpiece_for_p90,setpiece_against_p90,setpiece_xgd_p90,setpiece_wide_for_p90,setpiece_wide_against_p90,setpiece_wide_xgd_p90,corner_for_p90,corner_against_p90,corner_xgd_p90,indirectfk_for_p90,indirectfk_against_p90,indirectfk_xgd_p90,directfk_for_p90,directfk_against_p90,directfk_xgd_p90,throwin_for_p90,throwin_against_p90,throwin_xgd_p90,total_xgd_p90
FC Volendam,38,60.96214372292161,42.594395365566015,18.367748357355595,13.899652821943164,8.910740304738283,4.988912517204881,13.899652821943164,9.151278477162123,4.748374344781041,11.013040946796536,6.33834146335721,4.674699483439326,2.1282812617719173,1.8808704502880573,0.24741081148386002,0.7583306133747101,0.6915283910930157,0.06680222228169441,0.0,0.24053817242383957,-0.24053817242383957,2.37,3.16,-0.79,22.326122702136644,KKD,2020-21,1.6042669400768845,1.1209051411991056,0.4833617988777788,0.36578033741955696,0.23449316591416536,0.1312871715053916,0.36578033741955696,0.24082311782005586,0.12495721959950108,0.2898168670209615,0.16679845956203185,0.12301840745892964,0.05600740162557677,0.04949659079705414,0.006510810828522632,0.019956068773018688,0.01819811555507936,0.0017579532179393266,0.0,0.006329951905890515,-0.006329951905890515,0.5875295447930696
Go Ahead Eagles,38,33.760890018194914,26.674712797626853,7.086177220568061,13.178384901955724,7.623925840482116,5.554459061473608,13.851911464706063,7.623925840482116,6.2279856242239475,8.787064613774419,5.09696782939136,3.6900967843830585,3.791510336101055,1.4933298528194427,2.2981804832816124,0.5998099520802498,1.0336281582713127,-0.4338182061910629,0.6735265627503395,0.0,0.6735265627503395,5.53,3.16,2.37,15.684162844792013,KKD,2020-21,0.8884444741630241,0.7019661262533382,0.18647834790968582,0.3467996026830454,0.20062962738110832,0.14616997530193707,0.36452398591331747,0.20062962738110832,0.16389435853220916,0.23123854246774786,0.13413073235240422,0.09710781011534364,0.09977658779213303,0.03929815402156428,0.060478433770568746,0.01578447242316447,0.027200741007139807,-0.01141626858397534,0.017724383230272093,0.0,0.017724383230272093,0.4127411274945267
Helmond Sport,38,36.4879100676626,53.17381859757006,-16.685908529907465,9.364195486530662,10.013683456927538,-0.6494879703968763,9.808488896116614,10.514001917093992,-0.7055130209773779,6.2436534110456705,6.461176965385675,-0.21752355434000492,2.6104677990078926,3.0182135961949825,-0.4077457971870899,0.5100742764770985,0.53429289534688,-0.024218618869781494,0.44429340958595276,0.5003184601664543,-0.056025050580501556,1.58,3.16,-1.58,-18.97142155088484,KKD,2020-21,0.9602081596753315,1.399311015725528,-0.43910285605019644,0.2464261970139648,0.2635179857086194,-0.01709178869465464,0.25811812884517404,0.27668426097615767,-0.01856613213098363,0.16430666871172817,0.17003097277330725,-0.005724304061579077,0.06869652102652349,0.07942667358407848,-0.010730152557554998,0.013423007275713118,0.014060339351233683,-0.0006373320755205656,0.011691931831209283,0.013166275267538271,-0.0014743434363289883,-0.49924793554960106
MVV,38,33.30685284361243,39.76562169753015,-6.458768853917718,8.861395308747888,10.859314005821943,-1.9979186970740557,9.12831031344831,11.150014035403728,-2.0217037219554186,6.368281437084079,5.7525490671396255,0.6157323699444532,2.0178706161677837,4.216367810964584,-2.1984971947968006,0.4752432554960251,0.8903971277177334,-0.4151538722217083,0.2669150047004223,0.2907000295817852,-0.023785024881362915,3.95,7.11,-3.16,-11.64047257587314,KKD,2020-21,0.876496127463485,1.0464637288823724,-0.1699676014188873,0.2331946133881023,0.2857714212058406,-0.052576807817738304,0.24021869245916605,0.29342142198430865,-0.05320272952514259,0.16758635360747576,0.15138287018788488,0.016203483419590874,0.05310185832020484,0.11095704765696275,-0.05785518933675791,0.012506401460421713,0.023431503360992985,-0.010925101900571272,0.007024079071063744,0.007650000778468032,-0.0006259217074042873,-0.3063282256808721
NAC Breda,38,39.46812363527715,36.18360076658428,3.284522868692875,13.49781447649002,10.319899065420032,3.177915411069989,14.837134759873152,10.679491987451911,4.157642772421241,8.367991242557764,7.094061078503728,1.2739301640540361,4.326409798115492,2.6370855271816254,1.6893242709338665,0.8034134358167648,0.5887524597346783,0.21466097608208656,1.339320283383131,0.3595929220318794,0.9797273613512516,8.690000000000001,3.95,4.740000000000001,12.18216564111411,KKD,2020-21,1.0386348325072934,0.9522000201732704,0.08643481233402302,0.3552056441181584,0.271576291195264,0.08362935292289446,0.390450914733504,0.2810392628276819,0.10941165190582212,0.22021029585678326,0.18668581785536126,0.033524478001422005,0.11385288942409189,0.0693969875574112,0.0444559018666807,0.021142458837283284,0.015493485782491533,0.005648973054791752,0.035245270615345554,0.009462971632417879,0.025782298982927675,0.3205833063451082
Nijmegen Eendracht Combinatie,38,45.30653826147318,30.849769935011864,14.456768326461315,12.13645195029676,12.598933946341276,-0.46248199604451656,12.424793550744653,13.314016748219728,-0.8892231974750757,8.627997701987624,8.866359122097492,-0.23836142010986805,1.9712629541754723,2.880686718970537,-0.9094237647950649,1.5371912941336632,0.8518881052732468,0.6853031888604164,0.28834160044789314,0.7150828018784523,-0.42674120143055916,4.74,3.95,0.79,14.357545128986231,KKD,2020-21,1.192277322670347,0.8118360509213648,0.38044127174898196,0.3193803144814937,0.33155089332477045,-0.012170578843276752,0.3269682513353856,0.350368861795256,-0.023400610459870415,0.22705257110493748,0.23332524005519717,-0.0062726689502596855,0.051875340899354534,0.07580754523606677,-0.023932204336712237,0.040452402477201665,0.022418108033506495,0.01803429444369517,0.007587936853891925,0.018817968470485585,-0.011230031616593661,0.3778301349733219
PSV II,38,31.942899527028203,44.25008029490709,-12.30718076787889,7.241783317178488,11.802401266992092,-4.560617949813604,7.241783317178488,11.872794564813375,-4.631011247634888,3.823151972144842,7.3904750645160675,-3.5673230923712254,2.5665792003273964,3.6521025709807873,-1.0855233706533909,0.8520521447062492,0.7598236314952374,0.09222851321101189,0.0,0.07039329782128334,-0.07039329782128334,2.37,2.37,0.0,-16.938192015513778,KKD,2020-21,0.8406026191323211,1.164475797234397,-0.32387317810207605,0.1905732451889076,0.3105895070261077,-0.12001626183720011,0.1905732451889076,0.31244196223193094,-0.12186871704302336,0.10060926242486427,0.19448618590831757,-0.09387692348345329,0.06754155790335253,0.09610796239423125,-0.028566404490878706,0.02242242486069077,0.019995358723558877,0.0024270661371318916,0.0,0.0018524552058232458,-0.0018524552058232458,-0.44574189514509943
Roda JC,38,40.761380257084966,34.256106931716204,6.505273325368762,11.69649239256978,6.340020630508661,5.356471762061119,11.69649239256978,6.340020630508661,5.356471762061119,8.359297666698694,3.399559523910284,4.95973814278841,2.8339621387422085,1.9540286771953106,0.8799334615468979,0.5032325871288776,0.9864324294030666,-0.483199842274189,0.0,0.0,0.0,6.32,5.53,0.79,12.65174508742988,KKD,2020-21,1.072667901502236,0.901476498203058,0.17119140329917795,0.3078024313834153,0.16684264817128056,0.1409597832121347,0.3078024313834153,0.16684264817128056,0.1409597832121347,0.2199815175447025,0.08946209273448116,0.13051942481022133,0.0745779510195318,0.05142180729461344,0.023156143724918365,0.013242962819180991,0.025958748142185965,-0.012715785323004974,0.0,0.0,0.0,0.33294066019552315
TOP Oss,38,37.489037588238716,39.34218074567616,-1.8531431574374437,9.932770857587457,10.913716310635209,-0.9809454530477524,10.069695061072707,11.86231485195458,-1.7926197908818722,5.494022553786635,7.351643206551671,-1.8576206527650356,3.208467025309801,2.6810728944838047,0.5273941308259964,1.2302812784910202,0.8810002095997334,0.34928106889128685,0.13692420348525047,0.9485985413193703,-0.8116743378341198,3.95,6.32,-2.37,-6.015762948319306,KKD,2020-21,0.9865536207431241,1.0353205459388464,-0.048766925195722205,0.2613887067786173,0.28720306080618974,-0.02581435402757243,0.264991975291387,0.3121661803145942,-0.04717420502320716,0.14457954088912198,0.19346429490925451,-0.048884754020132516,0.08443334277131055,0.07055454985483696,0.013878792916473589,0.032375823118184745,0.023184216042098246,0.009191607076086496,0.003603268512769749,0.02496311950840448,-0.02135985099563473,-0.15830955127156068
Telstar,38,32.752615651115775,41.016990568488836,-8.264374917373061,13.238355744630098,10.579619243741035,2.658736500889063,13.945782892405987,10.931939590722322,3.0138433016836643,10.316374260932207,6.333888161927462,3.9824860990047455,1.915803499519825,3.7125898487865925,-1.7967863492667675,1.0061779841780663,0.5331412330269814,0.4730367511510849,0.7074271477758884,0.352320346981287,0.35510680079460144,1.58,0.79,0.79,-4.460531615689398,KKD,2020-21,0.8619109381872573,1.079394488644443,-0.21748355045718581,0.3483777827534236,0.27841103273002726,0.06996675002339639,0.3669942866422628,0.28768262080848217,0.07931166583378065,0.2714835331824265,0.1666812674191437,0.10480226576328278,0.05041588156631118,0.09769973286280506,-0.04728385129649388,0.026478368004685955,0.014030032448078456,0.012448335556607498,0.01861650388883917,0.00927158807845492,0.009344915810384248,-0.11738241093919467
ADO Den Haag,38,49.43361994996667,35.99258992634714,13.441030023619533,10.142843425273895,6.021452076733112,4.121391348540783,10.218972250819206,6.021452076733112,4.197520174086094,6.267453037202358,4.381696805357933,1.8857562318444252,3.415158726274967,1.1731851920485497,2.2419735342264175,0.4602316617965698,0.46657007932662964,-0.0063384175300598145,0.07612882554531097,0.0,0.07612882554531097,7.11,3.95,3.16,20.798550197705616,KKD,2021-22,1.3008847355254387,0.9471734191143983,0.3537113164110403,0.2669169322440499,0.15845926517718717,0.1084576670668627,0.2689203223899791,0.15845926517718717,0.11046105721279194,0.16493297466321996,0.11530781066731403,0.04962516399590593,0.08987259805986755,0.030873294527593412,0.058999303532274144,0.012111359520962364,0.012278159982279727,-0.00016680046131736353,0.002003390145929236,0.0,0.002003390145929236,0.5473302683606741
AZ II,38,35.075045350939035,44.87588615715504,-9.800840806216002,6.447970271110535,13.507635368034244,-7.059665096923709,6.447970271110535,13.507635368034244,-7.059665096923709,3.9711078591644764,11.05526696704328,-7.084159107878804,1.7919826842844486,2.0797765627503395,-0.2877938784658909,0.6848797276616096,0.3725918382406235,0.3122878894209862,0.0,0.0,0.0,3.95,4.74,-0.79,-17.65050590313971,KKD,2021-22,0.9230275092352378,1.1809443725567115,-0.25791686332147373,0.16968342818711935,0.3554640886324801,-0.18578066044536076,0.16968342818711935,0.3554640886324801,-0.18578066044536076,0.10450283839906517,0.2909280780800863,-0.18642523968102118,0.047157439060117066,0.054730962177640514,-0.0075735231175234445,0.018023150727937098,0.00980504837475325,0.008218102353183846,0.0,0.0,0.0,-0.464486997451045
Ajax II,38,55.450332241132855,46.738856226205826,8.71147601492703,7.3432241305708885,12.385858837515116,-5.042634706944227,7.3756991401314735,12.418575130403042,-5.042875990271568,4.590361148118973,7.356509417295456,-2.766148269176483,1.753014124929905,4.068694774061441,-2.3156806491315365,0.9998488575220108,0.9606546461582184,0.03919421136379242,0.03247500956058502,0.0327162928879261,-0.0002412833273410797,11.849999999999998,3.16,8.689999999999998,12.358600024655459,KKD,2021-22,1.4592192695034962,1.229969900689627,0.2292493688138692,0.19324274027818128,0.32594365361881883,-0.13270091334063755,0.1940973457929335,0.32680460869481687,-0.13270726290188337,0.12079897758207823,0.1935923530867225,-0.07279337550464429,0.04613195065605013,0.10707091510688004,-0.060938964450829906,0.026311812040052916,0.025280385425216274,0.0010314266148366425,0.0008546055147522374,0.0008609550759980553,-6.3495612458178875e-06,0.3252263164383016
Almere City FC,38,43.41011431068182,36.23531710356474,7.174797207117081,11.741363445296884,8.527942534536123,3.2134209107607603,12.165777267888188,8.527942534536123,3.637834733352065,7.927619190886617,4.911412321031094,3.016206869855523,3.0600035674870014,2.9205717779695988,0.13943178951740265,0.7537406869232655,0.6959584355354309,0.05778225138783455,0.4244138225913048,0.0,0.4244138225913048,3.16,3.16,0.0,10.812631940469146,KKD,2021-22,1.142371429228469,0.9535609764095984,0.18881045281887054,0.3089832485604443,0.22441954038252956,0.08456370817791474,0.32015203336547865,0.22441954038252956,0.09573249298294909,0.20862155765491097,0.129247692658713,0.07937386499619797,0.08052640967071056,0.07685715205183155,0.003669257618879017,0.019835281234822776,0.018314695671985026,0.0015205855628377513,0.011168784805034337,0.0,0.011168784805034337,0.2845429458018196
De Graafschap,38,45.50368172302842,31.61134190298617,13.892339820042253,15.072319228202105,4.995388872921467,10.076930355280638,15.612413346767426,4.995388872921467,10.617024473845959,10.28135995939374,3.5153560005128384,6.766003958880901,4.161824129521847,1.1419601142406464,3.0198640152812004,0.6291351392865181,0.3380727581679821,0.291062381118536,0.540094118565321,0.0,0.540094118565321,3.16,1.58,1.58,26.08936429388821,KKD,2021-22,1.1974653085007478,0.831877418499636,0.3655878900011119,0.3966399796895291,0.13145760191898598,0.2651823777705431,0.4108529828096691,0.13145760191898598,0.2793953808906831,0.2705621041945721,0.09250936843454838,0.17805273576002373,0.10952168761899597,0.03005158195370122,0.07947010566529475,0.016556187875961,0.008896651530736372,0.007659536345224632,0.014213003120140025,0.0,0.014213003120140025,0.686562218260216
Excelsior,38,54.971855552867055,42.716065211221576,12.25579034164548,11.073247158899903,8.93094077706337,2.1423063818365335,11.073247158899903,9.189903236925602,1.8833439219743013,7.186526162549853,7.062285218387842,0.12424094416201115,3.2524908408522606,1.0313187539577484,2.221172086894512,0.6342301554977894,0.8373368047177792,-0.20310664921998978,0.0,0.2589624598622322,-0.2589624598622322,3.95,3.95,0.0,14.139134263619773,KKD,2021-22,1.4466277777070278,1.124106979242673,0.3225207984643547,0.29140124102368165,0.2350247572911413,0.05637648373254036,0.29140124102368165,0.24183955886646322,0.049561682157218456,0.18911910954078562,0.18584961101020636,0.0032694985305792407,0.08559186423295423,0.02713996720941443,0.05845189702353979,0.016690267249941826,0.022035179071520503,-0.005344911821578678,0.0,0.0068148015753219,-0.0068148015753219,0.372082480621573
FC Den Bosch,38,35.07479041814804,51.45578834414482,-16.38099792599678,9.658467385917902,10.163882907480001,-0.5054155215620995,9.711477156728506,10.32616713643074,-0.6146899797022343,6.406754497438669,5.815911337733269,0.5908431597054005,2.6043743155896664,3.6218229979276657,-1.0174486823379993,0.6473385728895664,0.726148571819067,-0.07880999892950058,0.053009770810604095,0.1622842289507389,-0.10927445814013481,0.79,1.58,-0.79,-17.785687905699014,KKD,2021-22,0.9230208004775801,1.3540996932669689,-0.43107889278938893,0.2541701943662606,0.2674706028284211,-0.013300408462160513,0.25556518833496067,0.2717412404323879,-0.01617605209742722,0.1685988025641755,0.1530502983614018,0.015548504202773697,0.06853616619972806,0.09531113152441226,-0.026774965324684194,0.017035225602357013,0.019109172942607028,-0.0020739473402500153,0.0013949939687001077,0.004270637603966813,-0.0028756436352667058,-0.4680444185710267
FC Dordrecht,38,35.231328666210175,52.711782617494464,-17.48045395128429,6.844199124723673,11.388574063777924,-4.544374939054251,7.3962563425302505,11.388574063777924,-3.992317721247673,4.3966639786958694,8.503426264971495,-4.106762286275625,1.7674074284732342,1.875478733330965,-0.10807130485773087,0.6801277175545692,1.0096690654754639,-0.3295413479208946,0.5520572178065777,0.0,0.5520572178065777,0.79,7.11,-6.32,-27.792771672531963,KKD,2021-22,0.9271402280581625,1.3871521741445911,-0.46001194608642865,0.1801105032822019,0.2996993174678401,-0.11958881418563817,0.19463832480342766,0.2996993174678401,-0.10506099266441245,0.11570168364989131,0.2237743753939867,-0.1080726917440954,0.04651072180192722,0.04935470350870961,-0.002843981706782391,0.017898097830383403,0.026570238565143785,-0.008672140734760385,0.014527821521225729,0.0,0.014527821521225729,-0.7313887282245254
FC Eindhoven,38,44.36144735477865,31.650387248024344,12.711060106754303,11.222139734774828,7.054404383525252,4.167735351249576,11.222139734774828,7.161426415666938,4.06071331910789,6.687229625880718,5.132871532812715,1.5543580930680037,3.9300385005772114,1.2601368315517902,2.669901669025421,0.6048716083168983,0.6613960191607475,-0.05652441084384918,0.0,0.10702203214168549,-0.10702203214168549,3.95,2.37,1.58,18.35177342586219,KKD,2021-22,1.1674065093362802,0.832904927579588,0.3345015817566922,0.29531946670460074,0.18564222061908559,0.10967724608551514,0.29531946670460074,0.18845858988597206,0.10686087681862869,0.175979726996861,0.13507556665296616,0.04090416034389483,0.10342206580466345,0.03316149556715237,0.07026057023751109,0.015917673903076274,0.01740515839896704,-0.001487484495890768,0.0,0.00281636926688646,-0.00281636926688646,0.48294140594374185
FC Emmen,38,43.96536071412265,24.66154328547418,19.303817428648472,10.030144542455673,6.416064154356718,3.614080388098955,10.095605324953794,6.702976915985346,3.3926284089684486,7.766469728201628,3.904495608061552,3.8619741201400757,1.4693439342081547,2.054171808063984,-0.5848278738558292,0.7943308800458908,0.4573967382311821,0.3369341418147087,0.06546078249812126,0.2869127616286278,-0.22145197913050652,2.37,0.0,2.37,25.066445837616918,KKD,2021-22,1.1569831766874383,0.648987981196689,0.5079951954907492,0.2639511721698861,0.1688437935357031,0.09510737863418303,0.2656738243408893,0.17639412936803542,0.08927969497285392,0.20438078232109547,0.10274988442267242,0.10163089789842304,0.0386669456370567,0.05405715284378905,-0.015390207206732348,0.020903444211733967,0.012036756269241633,0.008866687942492334,0.001722652171003191,0.00755033583233231,-0.005827683661329119,0.6596433115162347
FC Utrecht II,38,35.557448372244835,45.00120599754155,-9.443757625296712,6.554930008947849,10.310186410322785,-3.755256401374936,6.6009903736412525,10.59248466975987,-3.991494296118617,4.551338192075491,5.0120542626827955,-0.4607160706073046,1.3350660391151905,4.654022127389908,-3.3189560882747173,0.6685257777571678,0.644110020250082,0.0244157575070858,0.046060364693403244,0.2822982594370842,-0.23623789474368095,0.79,3.16,-2.37,-15.805251921415326,KKD,2021-22,0.9357223255853904,1.1842422630931986,-0.2485199375078082,0.17249815813020655,0.2713206950084944,-0.09882253687828779,0.17371027299055927,0.27874959657262816,-0.10503932358206887,0.11977205768619713,0.13189616480744198,-0.012124107121244856,0.0351333168188208,0.12247426651026073,-0.08734094969143993,0.017592783625188627,0.016950263690791632,0.0006425199343969947,0.001212114860352717,0.007428901564133794,-0.006216786703781078,-0.4159276821425086
